"","Name","Team","Height"
"18450","Daryll Saskia Neita","Great Britain",172
"18451","Rdiger Neitzel","West Germany",199
"18452","Gary Malcolm Neiwand","Australia",176
"18453","Gary Malcolm Neiwand","Australia",176
"18454","Gary Malcolm Neiwand","Australia",176
"18455","Gary Malcolm Neiwand","Australia",176
"18456","Katsutoshi Nekoda","Japan",179
"18457","Katsutoshi Nekoda","Japan",179
"18458","Katsutoshi Nekoda","Japan",179
"18459","Irina Sergeyevna Nekrasova","Kazakhstan",168
"18460","Andr Nelis","Belgium",192
"18461","Andr Nelis","Belgium",192
"18462","Bryshon Lorenzo Nellum","United States",183
"18463","Adam McCright Nelson","United States",183
"18464","Adam McCright Nelson","United States",183
"18465","Cynthia Lee ""Cindy"" Nelson","United States",168
"18466","Diane Nelson (-Dezura)","Canada",163
"18467","Frank Thayer Nelson","United States",170
"18468","John Maurer Nelson","United States",178
"18469","John Maurer Nelson","United States",178
"18470","John Maurer Nelson","United States",178
"18471","Lars Fredrik Nelson","Sweden",180
"18472","Lianne McLellan Nelson-Bennion","United States",177
"18473","Dmitry Vladislavovich Nelyubin","Soviet Union",177
"18474","Olena Mykolavna Nemashkalo (Kuznietsova-)","Soviet Union",168
"18475","Sergey Lvovich Nemchinov","Russia",183
"18476","Zsolt Nemcsik","Hungary",188
"18477","Josef Nmec","Czechoslovakia",187
"18478","Petr Nmec","Czechoslovakia",173
"18479","Bohumil Nmeek","Czechoslovakia",175
"18480","Zoltn Nemere","Hungary",185
"18481","Zoltn Nemere","Hungary",185
"18482","Ferenc Nmeth","Hungary",181
"18483","Ferenc Nmeth","Hungary",181
"18484","Helga Nmeth","Hungary",177
"18485","Imre Nmeth","Hungary",184
"18486","Imre Nmeth","Hungary",184
"18487","Mikls Nmeth","Hungary",193
"18488","Erzsbet Nmeth-Csajbk","Hungary",172
"18489","Emese Nemeth-Hunyady (-Jrvinen)","Austria",167
"18490","Emese Nemeth-Hunyady (-Jrvinen)","Austria",167
"18491","Emese Nemeth-Hunyady (-Jrvinen)","Austria",167
"18492","Angla Nmeth-Rnky","Hungary",176
"18493","Marianna Nmethov-Krajrov","Czechoslovakia",154
"18494","Marianna Nmethov-Krajrov","Czechoslovakia",154
"18495","Aleksey Yuryevich Nemov","Russia",174
"18496","Aleksey Yuryevich Nemov","Russia",174
"18497","Aleksey Yuryevich Nemov","Russia",174
"18498","Aleksey Yuryevich Nemov","Russia",174
"18499","Aleksey Yuryevich Nemov","Russia",174
"18500","Aleksey Yuryevich Nemov","Russia",174
"18501","Aleksey Yuryevich Nemov","Russia",174
"18502","Aleksey Yuryevich Nemov","Russia",174
"18503","Aleksey Yuryevich Nemov","Russia",174
"18504","Aleksey Yuryevich Nemov","Russia",174
"18505","Aleksey Yuryevich Nemov","Russia",174
"18506","Aleksey Yuryevich Nemov","Russia",174
"18507","Vladimir Konstantinovich Nemshilov","Soviet Union",180
"18508","Milan Nenadi","Yugoslavia",176
"18509","Ondrej Nepela","Czechoslovakia",175
"18510","Karel Nepomuck","Czechoslovakia",173
"18511","Torger Nergrd","Norway",179
"18512","Torger Nergrd","Norway",179
"18513","Nergin Enkhbat","Mongolia",174
"18514","Stefanie ""Steffi"" Nerius","Germany",178
"18515","Manfred Nerlinger","West Germany",182
"18516","Manfred Nerlinger","West Germany",182
"18517","Manfred Nerlinger","Germany",182
"18518","Christine Margaret Nesbitt","Canada",171
"18519","Christine Margaret Nesbitt","Canada",171
"18520","Stephanie Nesbitt","United States",165
"18521","Mauro Nespoli","Italy",181
"18522","Mauro Nespoli","Italy",181
"18523","Yuliya Viktorovna Nesterenko (Bartsevich-)","Belarus",176
"18524","Yury Igorevich Nesterov","Soviet Union",206
"18525","Daniel Mark Nestor","Canada",191
"18526","Mikhail Valeryevich Nestruyev","Russia",174
"18527","Mikhail Valeryevich Nestruyev","Russia",174
"18528","Anthony Conrad Nesty","Suriname",180
"18529","Anthony Conrad Nesty","Suriname",180
"18530","Mariya Vyacheslavovna Netesova","Russia",174
"18531","Acer Gary Nethercott","Great Britain",174
"18532","Jos Ferreira Neto","Brazil",173
"18533","Norberto Murara Neto","Brazil",191
"18534","Claude Netter","France",177
"18535","Claude Netter","France",177
"18536","Mildrette Netter (-Bell, -Graves)","United States",158
"18537","Wolf-Rdiger Netz","East Germany",172
"18538","Dagmar Neubauer (Rbsam-)","East Germany",170
"18539","Klaus-Dieter Neubert","East Germany",169
"18540","Kevin Neufeld","Canada",186
"18541","Alfred Karl Neuland (Neiland-)","Estonia",166
"18542","Alfred Karl Neuland (Neiland-)","Estonia",166
"18543","Annett Neumann","Germany",170
"18544","Otto Neumann","Germany",178
"18545","Kateina Neumannov","Czech Republic",175
"18546","Kateina Neumannov","Czech Republic",175
"18547","Kateina Neumannov","Czech Republic",175
"18548","Kateina Neumannov","Czech Republic",175
"18549","Kateina Neumannov","Czech Republic",175
"18550","Kateina Neumannov","Czech Republic",175
"18551","Michael Neumayer","Germany",180
"18552","Daniela Neunast","East Germany",158
"18553","Daniela Neunast","Germany",158
"18554","Angelika Neuner","Austria",172
"18555","Angelika Neuner","Austria",172
"18556","Doris Neuner","Austria",174
"18557","Magdalena Neuner (-Holzer)","Germany",166
"18558","Magdalena Neuner (-Holzer)","Germany",166
"18559","Magdalena Neuner (-Holzer)","Germany",166
"18560","Hubert Neuper","Austria",176
"18561","Uwe Neupert","East Germany",188
"18562","Gnther Neureuther","West Germany",186
"18563","Gnther Neureuther","West Germany",186
"18564","Peter Neusel","Germany",193
"18565","Kiley Neushul","United States",173
"18566","Juan Carlos Nevado Gonzlez","Germany",171
"18567","Pauli Lauri Nevala","Finland",177
"18568","Frida Margareta Nevalainen","Sweden",165
"18569","Lauri Armas Nevalainen","Finland",180
"18570","Leandro Vissotto Neves","Brazil",212
"18571","Thiago Neves Augusto","Brazil",182
"18572","Mary Elizabeth Nevill","Great Britain",158
"18573","David Neville","United States",193
"18574","David Neville","United States",193
"18575","John Joseph ""Joe"" Nevin","Ireland",170
"18576","Vladimir Mikhaylovich Nevzorov","Soviet Union",174
"18577","Robert Frederick Newbery","Australia",174
"18578","Robert Frederick Newbery","Australia",174
"18579","Robert Frederick Newbery","Australia",174
"18580","Stephen Newbold","Bahamas",191
"18581","Frederick Vaughn ""Fred"" Newhouse","United States",175
"18582","Frederick Vaughn ""Fred"" Newhouse","United States",175
"18583","Arthur Lewis Newton","United States",160
"18584","Arthur Lewis Newton","United States",160
"18585","Arthur Lewis Newton","New York Athletic Club",160
"18586","Christopher ""Chris"" Newton","Great Britain",181
"18587","Christopher ""Chris"" Newton","Great Britain",181
"18588","Christopher ""Chris"" Newton","Great Britain",181
"18589","Charles Edmund Newton Robinson","Great Britain",170
"18590","Neymar da Silva Santos Jnior","Brazil",174
"18591","Neymar da Silva Santos Jnior","Brazil",174
"18592","Timothey N'Guessan","France",186
"18593","Noah Kiprono Ngeny","Kenya",182
"18594","Daniel Armand Ngom Kome","Cameroon",172
"18595","John Ngugi Kamau","Kenya",178
"18596","Marcel Van Minh Phuc Long Nguyen","Germany",165
"18597","Marcel Van Minh Phuc Long Nguyen","Germany",165
"18598","Ni Hong","China",175
"18599","Nian Yun","China",168
"18600","Haby Niar","France",176
"18601","Tariq Niazi","Pakistan",182
"18602","Tariq Niazi","Pakistan",182
"18603","Mikhail Ivanovich Nichepurenko","Soviet Union",176
"18604","Maria Nichiforov (-Mihoreanu)","Romania",168
"18605","Nastasia Nichitov-Ionescu","Romania",169
"18606","Laura Nicholls Gonzlez","Spain",190
"18607","Kevin John Nichols","Australia",175
"18608","Mark Nichols","Canada",177
"18609","Mandy Nichols-Nicholson (Langridge-)","Great Britain",152
"18610","Andrew Clifton Nicholson","New Zealand",182
"18611","Andrew Clifton Nicholson","New Zealand",182
"18612","Andrew Clifton Nicholson","New Zealand",182
"18613","John Michael Nicholson","Australia",180
"18614","Rafael Nickel","West Germany",186
"18615","Paolo Nicolai","Italy-1",203
"18616","Astier Nicolas","France",180
"18617","Astier Nicolas","France",180
"18618","Ashley Nicoll-Holzer (-Munro-)","Canada",152
"18619","Lars Nieberg","Germany",183
"18620","Lars Nieberg","Germany",183
"18621","William Henry ""Bill"" Nieder","United States",190
"18622","William Henry ""Bill"" Nieder","United States",190
"18623","Scott Niedermayer","Canada",185
"18624","Scott Niedermayer","Canada",185
"18625","Barbara ""Babsi"" Niedernhuber","Germany",174
"18626","Barbara ""Babsi"" Niedernhuber","Germany",174
"18627","Henryk Wadysaw Niedwiedzki","Poland",168
"18628","Konrad ukasz Niedwiedzki","Poland",180
"18629","Judith ""Jutta"" Niehaus (-Tiemann)","West Germany",168
"18630","Peter Niehusen","West Germany",191
"18631","Henryk Nielaba","Poland",175
"18632","Anja Nielsen","Denmark",168
"18633","Benny Leo Nielsen","Denmark",190
"18634","Brian Nielsen","Denmark",191
"18635","Flemming Gert Nielsen","Denmark",184
"18636","Hans Christian Wedelsted Nielsen","Denmark",186
"18637","Harald Ingemann Nielsen","Denmark",178
"18638","Joachim Flemming Fischer Nielsen","Denmark-1",188
"18639","Lars Nielsen","Denmark",197
"18640","Michael Damgaard Nielsen","Denmark",192
"18641","Mie stergaard Nielsen","Denmark",184
"18642","Arne Nielsson","Denmark",172
"18643","Susanne Schultz Nielsson (-Feldsgaard, -Hansen)","Denmark",165
"18644","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18645","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18646","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18647","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18648","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18649","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18650","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18651","Gunda Niemann-Stirnemann-Kleemann","Germany",170
"18652","Barbara Wiesawa Niemczyk (Hermel-)","Poland",174
"18653","Antti-Jussi Jormanpoika Niemi","Finland",184
"18654","Matti Juhani Niemi","Finland",182
"18655","Pekka Kalevi Niemi","Finland",174
"18656","Juho Pekka Niemi (Yliniemi-)","Finland",170
"18657","Martin Aleksander ""Martti"" Nieminen","Finland",183
"18658","Mika Sakari Nieminen","Finland",185
"18659","Mika Sakari Nieminen","Finland",185
"18660","Minna Eliisa Nieminen","Finland",172
"18661","Toni Markus Nieminen","Finland",179
"18662","Toni Markus Nieminen","Finland",179
"18663","Toni Markus Nieminen","Finland",179
"18664","Ville Juhani Nieminen","Finland",182
"18665","Hanna-Riikka Nieminen-Vlil","Finland",160
"18666","Simon Niepmann","Switzerland",180
"18667","Bernd Niesecke","East Germany",190
"18668","Joseph ""Joe"" Nieuwendyk","Canada",185
"18669","Anne Lucia Cornelia Maria ""Anneloes"" Nieuwenhuizen","Netherlands",172
"18670","Anne Lucia Cornelia Maria ""Anneloes"" Nieuwenhuizen","Netherlands",172
"18671","Ivan Vitalyevich Nifontov","Russia",172
"18672","Robert Daniel ""Danny"" Nightingale","Great Britain",177
"18673","Vincent Paul Nihill","Great Britain",180
"18674","Janne Henrik Niinimaa","Finland",187
"18675","Vilho Aleksander Niittymaa","Finland",179
"18676","Antero Pertti Elias Niittymki","Finland",185
"18677","Gerhardus Marinus Maria ""Gerard"" Nijboer","Netherlands",182
"18678","Boris Nik'it'ini","Soviet Union",176
"18679","Aleksey Vladimirovich Nikanchikov","Soviet Union",193
"18680","Slobodan Niki","Serbia and Montenegro",197
"18681","Slobodan Niki","Serbia",197
"18682","Slobodan Niki","Serbia",197
"18683","Svetlana Dmitriyevna Nikishina (-Kunysheva)","Soviet Union",174
"18684","Viktoriya Aleksandrovna Nikishina","Russia",174
"18685","Igor Ivanovich Nikitin","Soviet Union",175
"18686","Vladimir Vasilyevich Nikitin","Soviet Union",172
"18687","Vladimir Olegovich Nikitin","Russia",165
"18688","Yuriy Viktorovych Nikitin","Ukraine",172
"18689","Yelena Valeryevna Nikitina","Russia",169
"18690","Jouko Yrj Nikkanen","Finland",182
"18691","Ari-Pekka Nikkola","Finland",173
"18692","Ari-Pekka Nikkola","Finland",173
"18693","Elmer Konstantin Niklander","Finland",185
"18694","Elmer Konstantin Niklander","Finland",185
"18695","Elmer Konstantin Niklander","Finland",185
"18696","Elmer Konstantin Niklander","Finland",185
"18697","Alexandros Nikolaidis","Greece",201
"18698","Alexandros Nikolaidis","Greece",201
"18699","Marharyta Mykolavna Nikolaieva (Petrova-)","Soviet Union",159
"18700","Marharyta Mykolavna Nikolaieva (Petrova-)","Soviet Union",159
"18701","Michael Nikolay","East Germany",175
"18702","Michael Nikolay","East Germany",175
"18703","Michael Nikolay","East Germany",175
"18704","Michael Nikolay","East Germany",175
"18705","Gennady Nikolayevich Nikolayev","Soviet Union",190
"18706","Olga Viktorovna Nikolayeva","Russia",190
"18707","Yelena Nikolayevna Nikolayeva (Kuznetsova-)","Unified Team",164
"18708","Yelena Nikolayevna Nikolayeva (Kuznetsova-)","Russia",164
"18709","Jelena Nikoli","Serbia",194
"18710","Jovica Nikoli","Yugoslavia",187
"18711","Andrey Vasilyevich Nikolishin","Russia",179
"18712","Aleksandar D. Nikolov","Bulgaria",182
"18713","Andon Nikolov","Bulgaria",182
"18714","Mincho Nikolov","Bulgaria",182
"18715","Ognyan Velikov Nikolov","Bulgaria",157
"18716","Stoyan Nikolov Ivanov","Bulgaria",182
"18717","Todor Krastev Nikolov","Bulgaria",182
"18718","Valentina Gennadyevna Nikonova","Soviet Union",170
"18719","Rohullah Nikpai","Afghanistan",183
"18720","Rohullah Nikpai","Afghanistan",183
"18721","Tapani Niku (Karsikas-)","Finland",171
"18722","Irina Kostadinova Nikulchina","Bulgaria",172
"18723","Igor Yuryevich Nikulin","Unified Team",191
"18724","Sergey Nikolayevich Nikulin","Soviet Union",173
"18725","Marina Anatolyevna Nikulina-Pankova","Soviet Union",180
"18726","Marina Anatolyevna Nikulina-Pankova","Unified Team",180
"18727","Patrick Joseph Nilan","Australia",172
"18728","Patrick Joseph Nilan","Australia",172
"18729","Alexandru Nilca","Romania",180
"18730","Elin Nilsen","Norway",168
"18731","Elin Nilsen","Norway",168
"18732","Elin Nilsen","Norway",168
"18733","Harald Christian Strand Nilsen","Norway",185
"18734","Jeanette Nilsen","Norway",181
"18735","Andreas Oliver Nilsson","Sweden",197
"18736","Arto Harald Nilsson","Finland",176
"18737","David Wayne ""Dave"" Nilsson","Australia",193
"18738","Hans Henrik Nilsson","Sweden",190
"18739","Hans Henrik Nilsson","Sweden",190
"18740","Erling Martin Jonny Nilsson","Sweden",180
"18741","Nils Erik Nilsson","Sweden",181
"18742","Sven Otto Nilsson","Sweden",180
"18743","Tpp Karin Stina Nilsson","Sweden",174
"18744","Stefan Nimke","Germany",186
"18745","Stefan Nimke","Germany",186
"18746","Stefan Nimke","Germany",186
"18747","Stefan Nimke","Germany",186
"18748","Ivan Ninevi","Croatia",184
"18749","Kazuhiro Ninomiya","Japan",190
"18750","Violeta Nikolaeva Ninova-Yordanova","Bulgaria",178
"18751","Corinne Mireille Dominique Niogret","France",160
"18752","Corinne Mireille Dominique Niogret","France",160
"18753","Gnonsiane Niombla","France",172
"18754","Daniel Nipkow","Switzerland",180
"18755","Masafumi Nishi","Japan",169
"18756","Shuhei Nishida","Japan",176
"18757","Shuhei Nishida","Japan",176
"18758","Jinya Nishikata","Japan",178
"18759","Daisuke Nishikawa","Japan",163
"18760","Daisuke Nishikawa","Japan",163
"18761","Kei Nishikori","Japan",178
"18762","Tetsuo Nishimoto","Japan",190
"18763","Motoki Nishimura","Japan",185
"18764","Takafumi Nishitani","Japan",173
"18765","Kazutaka Nishiyama","Japan",183
"18766","Masashi Nishiyama","Japan",178
"18767","Rei Nishiyama","Japan",167
"18768","Maureen Roxane Nelly Nisima","France",165
"18769","Maureen Roxane Nelly Nisima","France",165
"18770","Janne Juhani Niskala","Finland",184
"18771","Iivo Henrik Niskanen","Finland",187
"18772","Kerttu Elina Niskanen","Finland",172
"18773","Kerttu Elina Niskanen","Finland",172
"18774","Mirko Niovi","Yugoslavia",182
"18775","Mirko Niovi","Yugoslavia",182
"18776","Steliana Nistor","Romania",149
"18777","Carola Nitschke (-Beraktschjan)","East Germany",172
"18778","Leonard Harvey Nitz","United States",180
"18779","Leonard Harvey Nitz","United States",180
"18780","Niu Jianfeng","China-2",164
"18781","Niu Zhiyuan","China",171
"18782","Koki Niwa","Japan",162
"18783","Jayson Truett Edward Nix","United States",180
"18784","Sunder Lamont Nix","United States",175
"18785","Amy Nixon (-Westlund)","Canada",157
"18786","Marat Atayevich Niyazov","Soviet Union",176
"18787","Adilbek Sabitovich Niyazymbetov","Kazakhstan",180
"18788","Adilbek Sabitovich Niyazymbetov","Kazakhstan",180
"18789","Bolat Kenesbekovich Niyazymbetov","Kazakhstan",172
"18790","Vnuste Niyongabo","Burundi",176
"18791","Francine Niyonsaba","Burundi",166
"18792","Denis Gennadyevich Nizhegorodov","Russia",174
"18793","Denis Gennadyevich Nizhegorodov","Russia",174
"18794","Richard Nizielski","Australia",174
"18795","Ogonna Nneka Nnamani","United States",185
"18796","No Gyeong-Seon","South Korea",159
"18797","No Hyeon-Seok","South Korea",185
"18798","Angelika Noack","East Germany",177
"18799","Angelika Noack","East Germany",177
"18800","Marianne Noack (-Paulick)","East Germany",158
"18801","Patricia Noall (-Lauzon)","Canada",173
"18802","Cheryl Noble","Canada",168
"18803","Cindy Jo Noble (-Hauserman)","United States",195
"18804","Olivia Nobs","Switzerland",170
"18805","Zofia Noceti-Klepacka","Poland",170
"18806","Andrs Marcelo Nocioni Roux","Argentina",201
"18807","Andrs Marcelo Nocioni Roux","Argentina",201
"18808","Christian Nol","France",185
"18809","Christian Nol","France",185
"18810","Christian Nol","France",185
"18811","Christian Nol","France",185
"18812","Christian Nol","France",185
"18813","Ferenc Ngrdi (Neuwirth-)","Hungary",172
"18814","Mizuki Noguchi","Japan",150
"18815","Yasuhiro Noguchi","Japan",186
"18816","Miguel Noguer Castellvi","Spain",187
"18817","Masahiro Nojima","Japan",174
"18818","Owen Liam Nolan","Canada",185
"18819","Jrgen Nldner","Germany",175
"18820","Maike Nollen","Germany",174
"18821","Tadahiro Nomura","Japan",164
"18822","Tadahiro Nomura","Japan",164
"18823","Tadahiro Nomura","Japan",164
"18824","Toyokazu Nomura","Japan",163
"18825","Francesco ""Franco"" Nones","Italy",170
"18826","Nong Qunhua","China-1",165
"18827","Franjo ""Frane"" Nonkovi","Yugoslavia",179
"18828","Helmut Nonn","Germany",180
"18829","Erki Nool","Estonia",184
"18830","Daniel Noonan","Australia",187
"18831","Alessandro Nora","Italy",191
"18832","Anette Charlotte Norberg","Sweden",174
"18833","Anette Charlotte Norberg","Sweden",174
"18834","Bengt Lennart Norberg","Sweden",185
"18835","Kathleen Nord (-Schwartz)","East Germany",176
"18836","Georg Julius Wilhelm Nordblad","Finland",180
"18837","Bente Nordby","Norway",169
"18838","Bente Nordby","Norway",169
"18839","Peter W. Nordell","United States",198
"18840","Elina Elisabeth ""Lisa"" Nordn","Sweden",176
"18841","Sara Maria Evelina Nordenstam","Norway",169
"18842","Leif Hkan Nordin","Sweden",179
"18843","Bert-Ola Nordlander","Sweden",181
"18844","Wolfgang Nordwig","East Germany",184
"18845","Wolfgang Nordwig","East Germany",184
"18846","Kristine Lee Norelius","United States",185
"18847","Maurice Marcel Jacques Norland","France",166
"18848","Peter George Norman","Australia",178
"18849","Kirstin Normand","Canada",172
"18850","Omid Haji Norouzi","Iran",175
"18851","Harald Norpoth","Germany",184
"18852","Peer Norrbohm (Nielsen-)","Denmark",179
"18853","Fredrik Jan Elis Norrena","Finland",183
"18854","Carl Dwayne Norris","Canada",178
"18855","Justin Neville Norris","Australia",185
"18856","Lowell Orton North","Aphrodite",183
"18857","Lowell Orton North","United States",183
"18858","William Herbert ""Bill"" Northam","Barrenjoey",183
"18859","Petter Northug, Jr.","Norway",185
"18860","Petter Northug, Jr.","Norway",185
"18861","Petter Northug, Jr.","Norway",185
"18862","Petter Northug, Jr.","Norway",185
"18863","Douglas Dale ""Doug"" Northway","United States",180
"18864","Douglas Dale ""Doug"" Northway","United States",180
"18865","Daniel James ""Dan"" Norton","Great Britain",180
"18866","Emerson Carlysle Norton","United States",184
"18867","John Kelley Norton","United States",183
"18868","Piet ""Pietie"" Norval","South Africa",183
"18869","Guy Fernand Nosbaum","France",182
"18870","Seiki Nose","Japan",176
"18871","Ern Nosk","Hungary",178
"18872","Dmitry Yuryevich Nosov","Russia",176
"18873","Keith Ireland Notary","United States",170
"18874","Anke Nothnagel-von Seck","East Germany",174
"18875","Anke Nothnagel-von Seck","East Germany",174
"18876","Anke Nothnagel-von Seck","Germany",174
"18877","Anke Nothnagel-von Seck","Germany",174
"18878","Martin Wayne ""Marty"" Nothstein","United States",187
"18879","Martin Wayne ""Marty"" Nothstein","United States",187
"18880","Tara Lee Nott-Cunningham","United States",154
"18881","Petrus Wilhelmus Frederikus ""Peter"" Nottet","Netherlands",181
"18882","Dezs Novk","Hungary",174
"18883","Dezs Novk","Hungary",174
"18884","Dezs Novk","Hungary",174
"18885","Eduard Novk","Czechoslovakia",182
"18886","Eduard Novk","Czechoslovakia",182
"18887","Ferenc Novk","Hungary",175
"18888","Ji Novk","Czechoslovakia",175
"18889","Norbert Nvnyi (Nottny)","Hungary",190
"18890","Louis Noverraz","Switzerland",179
"18891","Voldemaras Novickis","Soviet Union",186
"18892","Voldemaras Novickis","Soviet Union",186
"18893","Anatoliy Terentiyovych Novikov","Soviet Union",174
"18894","Igor Novikov","Soviet Union",183
"18895","Igor Novikov","Soviet Union",183
"18896","Igor Novikov","Soviet Union",183
"18897","Igor Novikov","Soviet Union",183
"18898","Sergey Valentinovich Novikov","Belarus",184
"18899","Serhiy Petrovych Novikov","Soviet Union",192
"18900","Vladimir Anatolyevich Novikov","Soviet Union",161
"18901","Vladimir Dmitriyevich Novikov","Soviet Union",173
"18902","Anastasiya Aleksandrovna Novikova","Belarus",150
"18903","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18904","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18905","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18906","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18907","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18908","Yelena Dmitriyevna Novikova-Belova","Soviet Union",176
"18909","Olga Nikolayevna Novokshchenova","Russia",176
"18910","Olga Nikolayevna Novokshchenova","Russia",176
"18911","Jana Novotn","Czechoslovakia",175
"18912","Jana Novotn","Czech Republic",175
"18913","Jana Novotn","Czech Republic",175
"18914","Viktor Vladimirovich Novozhilov","Soviet Union",181
"18915","Milan Nov","Czechoslovakia",178
"18916","Richard Nov","Czechoslovakia",184
"18917","Oktawia Nowacka","Poland",180
"18918","Ccile Nowak (-Grasso)","France",162
"18919","Grzegorz Nowak","Poland",202
"18920","Michel Nowak","France",175
"18921","Mieczysaw Nowak","Poland",160
"18922","Danuta Krystyna Nowak-Stachow (-Wroska)","Poland",159
"18923","Richard Nowakowski","East Germany",174
"18924","Richard Nowakowski","East Germany",174
"18925","Joanna Nowicka-Kwana","Poland",164
"18926","Mieczysaw Pawe Nowicki","Poland",176
"18927","Mieczysaw Pawe Nowicki","Poland",176
"18928","Wojciech Nowicki","Poland",196
"18929","Ramaz Nozadze","Georgia",184
"18930","Jesper Nddesbo","Denmark",199
"18931","Louise Bager Bager Nrgaard (-Due)","Denmark",183
"18932","Allan Nrregaard Christensen","Denmark",173
"18933","Andrea Nugent","Canada",172
"18934","Mauro Numa","Italy",180
"18935","Mauro Numa","Italy",180
"18936","Hendrik ""Henk"" Numan","Netherlands",187
"18937","Timo Petteri Nummelin","Finland",178
"18938","Teppo Kalevi Numminen","Finland",186
"18939","Teppo Kalevi Numminen","Finland",186
"18940","Teppo Kalevi Numminen","Finland",186
"18941","Daniel Nez Aguiar","Cuba",155
"18942","Jordi Nuez Carretero","Spain",190
"18943","Jordi Nuez Carretero","Spain",190
"18944","Rodrigo Fabin Nez Ortiz","Chile",180
"18945","Glynis Leanne Nunn (Saunders-, -Cearns)","Australia",168
"18946","John Hamann Nunn","United States",198
"18947","Norayr Aram Nurikyan","Bulgaria",155
"18948","Norayr Aram Nurikyan","Bulgaria",155
"18949","Sulo Nurmela","Finland",173
"18950","Tapio Juhani Nurmela","Finland",171
"18951","Paavo Johannes Nurmi","Finland",174
"18952","Paavo Johannes Nurmi","Finland",174
"18953","Paavo Johannes Nurmi","Finland",174
"18954","Paavo Johannes Nurmi","Finland",174
"18955","Paavo Johannes Nurmi","Finland",174
"18956","Paavo Johannes Nurmi","Finland",174
"18957","Paavo Johannes Nurmi","Finland",174
"18958","Paavo Johannes Nurmi","Finland",174
"18959","Paavo Johannes Nurmi","Finland",174
"18960","Paavo Johannes Nurmi","Finland",174
"18961","Paavo Johannes Nurmi","Finland",174
"18962","Paavo Johannes Nurmi","Finland",174
"18963","Ruslan Nurudinov","Uzbekistan",183
"18964","Liliya Foatovna Nurutdinova","Unified Team",174
"18965","Liliya Foatovna Nurutdinova","Unified Team",174
"18966","Markus Nssli","Switzerland-1",191
"18967","Stacey Annette Nuveman (-Deniz)","United States",183
"18968","Stacey Annette Nuveman (-Deniz)","United States",183
"18969","Stacey Annette Nuveman (-Deniz)","United States",183
"18970","Hezekiah Munyoro Nyamau","Kenya",170
"18971","Hezekiah Munyoro Nyamau","Kenya",170
"18972","Nyambayaryn Tgstsogt","Mongolia",168
"18973","Suleiman Nyambui","Tanzania",182
"18974","Magdolna ""Magda"" Nyri-Kovcs","Hungary",164
"18975","Anna Katarina Nyberg","Sweden",169
"18976","Katja Johanna Alice Nyberg","Norway",182
"18977","Mauri Kalervo Nyberg-Noroma","Finland",168
"18978","Mauri Kalervo Nyberg-Noroma","Finland",168
"18979","Inger Helene Nybrten","Norway",175
"18980","Inger Helene Nybrten","Norway",175
"18981","Inger Helene Nybrten","Norway",175
"18982","Tibor Andrew Nyilas","United States",183
"18983","Matti Ensio Nyknen (-Paanala)","Finland",177
"18984","Matti Ensio Nyknen (-Paanala)","Finland",177
"18985","Matti Ensio Nyknen (-Paanala)","Finland",177
"18986","Matti Ensio Nyknen (-Paanala)","Finland",177
"18987","Matti Ensio Nyknen (-Paanala)","Finland",177
"18988","Joni Kalevi Nyman","Finland",175
"18989","Lacey Pearl Nymeyer (-John)","United States",175
"18990","Guy Olivier Nyokas","France",189
"18991","Gustav Bo Nils Nyquist","Sweden",180
"18992","Bertil Alexis Nystrm","Sweden",171
"18993","Karen Anne Nystrom","Canada",168
"18994","Estelle Nze Minko","France",178
"18995","O Eun-Seok","South Korea",181
"18996","O Gyo-Mun","South Korea",180
"18997","O Gyo-Mun","South Korea",180
"18998","O Gyo-Mun","South Korea",180
"18999","O Jae-Seok","South Korea",178
"19000","O Jong-Ae","North Korea",153
"19001","O Sang-Eun","South Korea",186
"19002","O Sang-Eun","South Korea",186
"19003","O Se-Jong","South Korea",180
"19004","O Seung-Hwan","South Korea",178
"19005","O Seung-Rip","South Korea",175
"19006","O Seung-Sin","South Korea",165
"19007","O Yong-Gi","South Korea",188
"19008","Gary James Oakes","Great Britain",177
"19009","Ecaterina Oancia (Iane-)","Romania",157
"19010","Ecaterina Oancia (Iane-)","Romania",157
"19011","Ecaterina Oancia (Iane-)","Romania",157
"19012","Daniel Dion ""Dan"" O'Brien","United States",188
"19013","Edward Thomas ""Eddie"" O'Brien","United States",182
"19014","Lovett Ian O'Brien","Australia",185
"19015","Lovett Ian O'Brien","Australia",185
"19016","Michael Jon ""Mike"" O'Brien","United States",198
"19017","William Parry O'Brien, Jr.","United States",190
"19018","William Parry O'Brien, Jr.","United States",190
"19019","William Parry O'Brien, Jr.","United States",190
