"","Name","Team","Height"
"4217","Louis Alfred ""Pinky"" Clarke","United States",178
"4218","Ronald William ""Ron"" Clarke","Australia",183
"4219","Stephen Clarke","Canada",195
"4220","Eldece Clarke-Lewis","Bahamas",165
"4221","Eldece Clarke-Lewis","Bahamas",165
"4222","Scott Tyler Clary","United States",185
"4223","Vronique Claudel","France",174
"4224","Vronique Claudel","France",174
"4225","Cludia Maria Pastor","Brazil",192
"4226","Cludia Maria ""Cludinha"" das Neves","Brazil",170
"4227","Leslie Walter Claudius","India",162
"4228","Leslie Walter Claudius","India",162
"4229","Leslie Walter Claudius","India",162
"4230","Leslie Walter Claudius","India",162
"4231","Vctor Claver Arocas","Spain",206
"4232","Vctor Claver Arocas","Spain",206
"4233","John Richard Clawson","United States",193
"4234","Bryan Ezra Tsumoru Clay","United States",180
"4235","Bryan Ezra Tsumoru Clay","United States",180
"4236","Cassius Marcellus Clay, Jr.","United States",187
"4237","John Henry Clay","Great Britain",191
"4238","Jonathan Davis ""Jonny"" Clay","Great Britain",180
"4239","William Bundu ""Will"" Claye","United States",181
"4240","William Bundu ""Will"" Claye","United States",181
"4241","William Bundu ""Will"" Claye","United States",181
"4242","Jacob Clear","Australia",185
"4243","Robert Barry ""Bobby"" Cleary, Sr.","United States",178
"4244","William John ""Bill"" Cleary, Jr.","United States",178
"4245","William John ""Bill"" Cleary, Jr.","United States",178
"4246","Tammy P. Cleland-McGregor","United States",172
"4247","Elspeth Catherine Clement (Swain-, -Denning)","Australia",163
"4248","Kerron Stephon Clement","United States",188
"4249","Kerron Stephon Clement","United States",188
"4250","Kerron Stephon Clement","United States",188
"4251","Kyle Clemons","United States",180
"4252","Jonathan Thomas ""Jon"" Cleveland","Canada",178
"4253","Leslie Cliff (-Tindle)","Canada",173
"4254","Robert John Clift","Great Britain",182
"4255","Marion Clignet","France",170
"4256","Marion Clignet","France",170
"4257","Fernando Climent Huerta","Spain",179
"4258","Roger Closset","France",172
"4259","Robert Lynn ""Bob"" Clotworthy","United States",160
"4260","Robert Lynn ""Bob"" Clotworthy","United States",160
"4261","Robert ""Bobby"" Cloughen","United States",179
"4262","lodie Pascaline Clouvel","France",182
"4263","Lesaw mikiewicz","Poland",172
"4264","Lesaw mikiewicz","Poland",172
"4265","Alice Marie Coachman (-Davis)","United States",170
"4266","Beatrice Nicoleta Coad-Claru","Romania",170
"4267","Beatrice Nicoleta Coad-Claru","Romania",170
"4268","Allen James Coage","United States",188
"4269","Marion Janice Coakes (-Mould)","Great Britain",165
"4270","William Coales","Great Britain",167
"4271","Janet Marie Cobbs (-Mulholland)","United States",183
"4272","Brien William Baxter Cobcroft","Australia",177
"4273","Annelise Coberger","New Zealand",178
"4274","Miguelina Cobin Hechavarra","Cuba",170
"4275","Ignacio Cobos Vidal","Spain",183
"4276","Emma Jane Coburn","United States",173
"4277","Jean-Paul tienne Gustave Coche","France",174
"4278","Barbara Ann Cochran (-Williams)","United States",154
"4279","Commodore Shelton ""Com"" Cochran","United States",185
"4280","Richard Lee ""Dick"" Cochran","United States",195
"4281","Neil Cochran","Great Britain",174
"4282","Neil Cochran","Great Britain",174
"4283","Leroy Braxton ""Roy"" Cochran","United States",178
"4284","Leroy Braxton ""Roy"" Cochran","United States",178
"4285","Ryan Andrew Cochrane","Canada",192
"4286","Ryan Andrew Cochrane","Canada",192
"4287","Karen Cockburn (-Turgeon)","Canada",161
"4288","Karen Cockburn (-Turgeon)","Canada",161
"4289","Karen Cockburn (-Turgeon)","Canada",161
"4290","Roxana Daniela Coco","Romania",158
"4291","Roman Codreanu","Romania",194
"4292","Sebastian Newbold ""Seb"" Coe","Great Britain",175
"4293","Sebastian Newbold ""Seb"" Coe","Great Britain",175
"4294","Sebastian Newbold ""Seb"" Coe","Great Britain",175
"4295","Sebastian Newbold ""Seb"" Coe","Great Britain",175
"4296","William Wesley Coe, Jr.","United States",178
"4297","Jonathan Coeffic","France",190
"4298","Andrzej Bogdan Cofalik","Poland",170
"4299","Calvin Thomas Coffey","United States",188
"4300","Edmund Sloane ""Tad"" Coffin","United States",180
"4301","Edmund Sloane ""Tad"" Coffin","United States",180
"4302","Corey Cogdell-Unrein","United States",173
"4303","Corey Cogdell-Unrein","United States",173
"4304","Veronica Cogeanu-Cochela","Romania",175
"4305","Veronica Cogeanu-Cochela","Romania",175
"4306","Veronica Cogeanu-Cochela","Romania",175
"4307","Veronica Cogeanu-Cochela","Romania",175
"4308","Veronica Cogeanu-Cochela","Romania",175
"4309","Veronica Cogeanu-Cochela","Romania",175
"4310","Juan Lus Coghen Alberdingk-Thijm","Spain",182
"4311","Mercedes Coghen Alberdingk-Thijm","Spain",170
"4312","Roxana Gabriela Cogianu","Romania",180
"4313","Ottavio Cogliati","Italy",173
"4314","Donald Smith ""Don"" Cohan","United States",178
"4315","Nathan Cohen","New Zealand",184
"4316","Alexandra Pauline ""Sasha"" Cohen","United States",157
"4317","Tiffany Lisa Cohen (-Adams, -Lalonde)","United States",175
"4318","Tiffany Lisa Cohen (-Adams, -Lalonde)","United States",175
"4319","Harvey Wright Cohn","United States",172
"4320","Norman Cudworth Cohn-Armitage","United States",185
"4321","Adelina Maria Cojocariu-Bogus","Romania",186
"4322","Christeana Cojocaru (-Matei)","Romania",172
"4323","Trevor Ivan Coker","New Zealand",192
"4324","Trevor Ivan Coker","New Zealand",192
"4325","Massimo Colaci","Italy",180
"4326","LaTasha Lavon Colander-Richardson (-Clark)","United States",168
"4327","Thibault Colard","France",187
"4328","Fabrice Edmond Paul Colas","France",181
"4329","Briony Christine ""Bree"" Cole","Australia",160
"4330","Charles ""Charlie"" Cole","United States",194
"4331","Gerrard Eugene ""Gene"" Cole","United States",182
"4332","Stanley Clark ""Stan"" Cole","United States",186
"4333","Warren Joseph Cole","New Zealand",184
"4334","Lynn Ann Colella","United States",170
"4335","Richard Phillip ""Rick"" Colella, Jr.","United States",186
"4336","Vernell Eufaye ""Bimbo"" Coles","United States",185
"4337","Giovanni Battista Coletti","Italy",179
"4338","Daniel M. Colla","Argentina",195
"4339","Wayne Curtis Collett","United States",188
"4340","Jeanne Ellen Collier (-Sitzberger)","United States",156
"4341","John Sheldon Collier","United States",185
"4342","Andrea Collinelli","Italy",185
"4343","Ross Hounsell Collinge","New Zealand",187
"4344","Ross Hounsell Collinge","New Zealand",187
"4345","Maria Consolata Collino","Italy",173
"4346","Christine Smith Collins","United States",170
"4347","Daniel James ""Danny"" Collins","Australia",190
"4348","Daniel James ""Danny"" Collins","Australia",190
"4349","David Collins","United States",183
"4350","Paul Douglas ""Doug"" Collins","United States",198
"4351","Roland Collombin","Switzerland",174
"4352","Fabricio Coloccini","Argentina",182
"4353","Dario Alonzo Cologna","Switzerland",179
"4354","Dario Alonzo Cologna","Switzerland",179
"4355","Dario Alonzo Cologna","Switzerland",179
"4356","Carlos Coloma Nicols","Spain",171
"4357","Bruna Giulia Colombetti-Peroncini","Italy",173
"4358","Jrgen Colombo","West Germany",175
"4359","Luca Colombo","Italy",190
"4360","Jos Colomer Rivas","Spain",185
"4361","Mara Caridad Coln Ruees-Salazar","Cuba",169
"4362","Alva Merlin Colquhoun","Australia",169
"4363","William Norman ""Bill"" Colvin","Canada",175
"4364","Nadia Elena Comneci (-Conner)","Romania",162
"4365","Nadia Elena Comneci (-Conner)","Romania",162
"4366","Nadia Elena Comneci (-Conner)","Romania",162
"4367","Nadia Elena Comneci (-Conner)","Romania",162
"4368","Nadia Elena Comneci (-Conner)","Romania",162
"4369","Nadia Elena Comneci (-Conner)","Romania",162
"4370","Nadia Elena Comneci (-Conner)","Romania",162
"4371","Nadia Elena Comneci (-Conner)","Romania",162
"4372","Nadia Elena Comneci (-Conner)","Romania",162
"4373","Adam David Commens","Australia",166
"4374","Deborah Compagnoni","Italy",165
"4375","Deborah Compagnoni","Italy",165
"4376","Deborah Compagnoni","Italy",165
"4377","Deborah Compagnoni","Italy",165
"4378","Flvio da Conceio","Brazil",177
"4379","Robson Donato Conceio","Brazil",171
"4380","Carin Alice Cone (-Vanderbush)","United States",167
"4381","Malcolm ""Mac"" Cone","Canada",188
"4382","Gary Robert Conelly","United States",189
"4383","Gary Robert Conelly","United States",189
"4384","Diego Confalonieri","Italy",190
"4385","Antonella Confortola-Wyatt","Italy",170
"4386","Cong Xuedi","China",166
"4387","Cong Xuedi","China",166
"4388","John ""Jack"" Conger","United States",193
"4389","Michael John Conlan","Ireland",170
"4390","Michael Alexander ""Mike"" Conley","United States",185
"4391","Michael Alexander ""Mike"" Conley","United States",185
"4392","Paul Joseph D. Conlin","Canada",177
"4393","Barthold Wayne ""Bart"" Conner","United States",165
"4394","Barthold Wayne ""Bart"" Conner","United States",165
"4395","Dennis Walter Conner","United States",186
"4396","Harold Vincent ""Hal"" Connolly","United States",183
"4397","James Joseph Connolly","United States",172
"4398","James Brendan Bennet Connolly","United States",175
"4399","James Brendan Bennet Connolly","United States",175
"4400","James Brendan Bennet Connolly","United States",175
"4401","James Brendan Bennet Connolly","United States",175
"4402","Richard Carroll ""Dick"" Connor","United States",167
"4403","Keith Leroy Connor","Great Britain",186
"4404","Lars Conrad","Germany",187
"4405","Reinaldo Conrad","Brazil",179
"4406","Reinaldo Conrad","Brazil",179
"4407","Anthony Joseph ""Tony"" Conroy","United States",174
"4408","Adolfo Consolini","Italy",183
"4409","Adolfo Consolini","Italy",183
"4410","Mariana Constantin","Romania",160
"4411","Maria Constantinescu","Romania",179
"4412","Hugo Nstor Conte","Argentina",197
"4413","Javier Alberto Conte","Argentina",165
"4414","Francesca Cristiana Conti","Italy",179
"4415","Pier Angelo Conti-Manzini","Italy",178
"4416","Dalia Contreras Rivero","Venezuela",155
"4417","Jos Ariel Contreras Camejo","Cuba",191
"4418","Jos Ariel Contreras Camejo","Cuba",191
"4419","Pablo Andrs Contreras Fica","Chile",180
"4420","Gianfranco Contri","Italy",184
"4421","Hollis Conway","United States",183
"4422","Hollis Conway","United States",183
"4423","Sally Conway","Great Britain",167
"4424","Edward ""Ed"" Coode","Great Britain",193
"4425","Edward Tiffin ""Ed"" Cook, Jr.","United States",178
"4426","Garry Peter Cook","Great Britain",185
"4427","Myrtle Alice Cook (-McGowan)","Canada",168
"4428","Natalie Louise Cook","Australia-1",181
"4429","Natalie Louise Cook","Australia-1",181
"4430","Stephanie ""Steph"" Cook","Great Britain",172
"4431","Tamsin Cook","Australia",170
"4432","Althea Kristina ""Tina"" Cook (Gifford-)","Great Britain",175
"4433","Althea Kristina ""Tina"" Cook (Gifford-)","Great Britain",175
"4434","Althea Kristina ""Tina"" Cook (Gifford-)","Great Britain",175
"4435","Wendy Elizabeth Cook-Hogg","Canada",175
"4436","Allison Petra Cook-Tranquilli","Australia",178
"4437","Allison Petra Cook-Tranquilli","Australia",178
"4438","Cecil George Cooke","Gem",188
"4439","Ian Cooke","Australia",181
"4440","John Patrick Cooke","United States",183
"4441","Nicole Denise Cooke","Great Britain",167
"4442","Alexandrea Andrea ""Alex"" Coomber (Hamilton-)","Great Britain",162
"4443","Andrew Dollman Cooper","Australia",188
"4444","Bradford Paul ""Brad"" Cooper","Australia",160
"4445","Christin Elizabeth Cooper","United States",170
"4446","Cynthia Lynne Cooper (-Dyke)","United States",178
"4447","Cynthia Lynne Cooper (-Dyke)","United States",178
"4448","John Hugh Cooper","Great Britain",188
"4449","John Hugh Cooper","Great Britain",188
"4450","Kim Cooper (-Maguire)","Australia",170
"4451","Malcolm Douglas Cooper","Great Britain",170
"4452","Malcolm Douglas Cooper","Great Britain",170
"4453","Iztok op","Slovenia",190
"4454","Iztok op","Slovenia",190
"4455","Iztok op","Slovenia",190
"4456","Iztok op","Slovenia",190
"4457","Haley Cope (-Clark)","United States",177
"4458","Katherine Sarah ""Kat"" Copeland","Great Britain",172
"4459","Lillian Copeland (Drossin-)","United States",165
"4460","Lillian Copeland (Drossin-)","United States",165
"4461","Yasmani Copello Escobar","Turkey",191
"4462","Steven Coppola, Jr.","United States",203
"4463","Henri Paul Copponex","Ballerina IV",178
"4464","Bryan Coquard","France",169
"4465","Josip orak","Yugoslavia",189
"4466","Juan Antonio Corbaln Alfocea","Spain",182
"4467","Sofia Corban-Banovici","Romania",179
"4468","Burkhard Cordes","Brazil",177
"4469","Kevin Cordes","United States",196
"4470","Hendrik Jan Willem ""Henk"" Cornelisse","Netherlands",178
"4471","Monique Adelinde Cornelissen","Netherlands",168
"4472","Monique Adelinde Cornelissen","Netherlands",168
"4473","Charles Cornelius","India",170
"4474","Sheila Marie Cornell-Douty","United States",175
"4475","Sheila Marie Cornell-Douty","United States",175
"4476","John Frederick ""Jerry"" Cornes","Great Britain",182
"4477","George Thomson Cornet","Great Britain",191
"4478","George Thomson Cornet","Great Britain",191
"4479","Lynda Ann Cornet","Netherlands",174
"4480","Alessandro Corona","Italy",195
"4481","Jos de Jess Corona Rodrguez","Mexico",188
"4482","Raquel Corral Aznar","Spain",175
"4483","Emilio Correa Vaillant","Cuba",183
"4484","Emilio Correa Bayeaux","Cuba",180
"4485","Maritza ""Ritz"" Correia (-McClendon)","United States",175
"4486","Alex Corretja Verdegay","Spain",180
"4487","Susan Ada ""Susie"" Corrock (-Zoberski, -Luby)","United States",163
"4488","Mirko Corsano","Italy",190
"4489","Robin Marie Corsiglia (-Scholefield)","Canada",157
"4490","James Hunt ""Jim"" Corson","United States",195
"4491","Marilyn Corson (-Whitney)","Canada",167
"4492","Javier Corts Granados","Mexico",171
"4493","Francisco ""Quico"" Corts Juncosa","Spain",181
"4494","Hlne Cortin","France",186
"4495","Richard Corts","Germany",177
"4496","Antonio Cosentino","Venilia",156
"4497","Kreimir osi","Yugoslavia",209
"4498","Kreimir osi","Yugoslavia",209
"4499","Kreimir osi","Yugoslavia",209
"4500","Adrian Cosma","Romania",180
"4501","Adrian Cosma","Romania",180
"4502","Adrian Cosma","Romania",180
"4503","Alberto ""Albert"" Costa Casal","Spain",180
"4504","Hctor Jos Costa Massironi","Uruguay",187
"4505","Hctor Jos Costa Massironi","Uruguay",187
"4506","Marlenis Costa Blanco","Cuba",177
"4507","Marlenis Costa Blanco","Cuba",177
"4508","Marlenis Costa Blanco","Cuba",177
"4509","Charles Gustave Lonce Coste","France",180
"4510","Bernard Patrick ""Pat"" Costello, Jr.","United States",188
"4511","Paul Vincent Costello","United States",178
"4512","Paul Vincent Costello","United States",178
"4513","Paul Vincent Costello","United States",178
"4514","Daniela Costian","Australia",182
"4515","Candace ""Candy"" Costie (-Burke, -Merrill)","United States",162
"4516","Tanguy Cosyns","Belgium",174
"4517","Aubert Ct","Canada",160
"4518","Paul Thomas Ct, II","Canada",190
"4519","Aleksandra Cotti","Italy",167
"4520","Frdric Cottier","France",178
"4521","John Farrow Cotton","United States",183
"4522","William ""Billy"" Cottrill","Great Britain",167
"4523","William ""Billy"" Cottrill","Great Britain",167
"4524","Angela Denise Coughlan (-Arusoo, -Sharp)","Canada",168
"4525","Natalie Anne Coughlin (-Hall)","United States",173
"4526","Natalie Anne Coughlin (-Hall)","United States",173
"4527","Natalie Anne Coughlin (-Hall)","United States",173
"4528","Natalie Anne Coughlin (-Hall)","United States",173
"4529","Natalie Anne Coughlin (-Hall)","United States",173
"4530","Natalie Anne Coughlin (-Hall)","United States",173
"4531","Natalie Anne Coughlin (-Hall)","United States",173
"4532","Natalie Anne Coughlin (-Hall)","United States",173
"4533","Natalie Anne Coughlin (-Hall)","United States",173
"4534","Natalie Anne Coughlin (-Hall)","United States",173
"4535","Natalie Anne Coughlin (-Hall)","United States",173
"4536","Natalie Anne Coughlin (-Hall)","United States",173
"4537","Melvin Grant ""Mel"" Counts","United States",213
"4538","Charle Cournoyer","Canada",173
"4539","Didier Courrges","France",171
"4540","Jacques ""Jacky"" Courtillat","France",169
"4541","Thomas William ""Tom"" Courtney","United States",188
"4542","Thomas William ""Tom"" Courtney","United States",188
"4543","DeMarcus Amir Cousins","United States",210
"4544","Robin John Cousins","Great Britain",183
"4545","James Couttet","France",168
"4546","James Couttet","France",168
"4547","Alicia Jayne Coutts","Australia",176
"4548","Alicia Jayne Coutts","Australia",176
"4549","Alicia Jayne Coutts","Australia",176
"4550","Alicia Jayne Coutts","Australia",176
"4551","Alicia Jayne Coutts","Australia",176
"4552","Russell Coutts","New Zealand",179
"4553","Alberto Cova","Italy",176
"4554","Gheorghe Covaciu","Romania",188
"4555","Serghei Covaliov","Romania",172
"4556","Serghei Covaliov","Romania",172
"4557","Mihai Claudiu Covaliu","Romania",181
"4558","Mihai Claudiu Covaliu","Romania",181
"4559","Mark Covell","Great Britain",201
"4560","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4561","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4562","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4563","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4564","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4565","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4566","Kirsty Leigh Coventry (-Seward)","Zimbabwe",176
"4567","Patrick ""Pat"" Cowdell","Great Britain",143
"4568","Donald John ""Don"" Cowie","New Zealand",184
"4569","Gillian ""Gill"" Cowley","Zimbabwe",168
"4570","Alison Cox","United States",182
"4571","J'den Michael Tbory Cox","United States",180
"4572","Lionel Cox","Belgium",185
"4573","Rohanee Cox","Australia",182
"4574","Stephanie Renee Cox (Lopez-)","United States",168
"4575","Annemarie Josefina ""Anna"" Cox-Wood","Netherlands",171
"4576","Annemarie Josefina ""Anna"" Cox-Wood","Australia",171
"4577","John K. Coyle","United States",183
"4578","Colleen Coyne","United States",160
"4579","Kendall Coyne","United States",157
"4580","Paolo Alfredo Cozzi","Italy",200
"4581","Ren Crabos","France",167
"4582","James Edward Cracknell","Great Britain",192
"4583","James Edward Cracknell","Great Britain",192
"4584","Brian John Crago","Australia",171
"4585","Marion Elizabeth ""Betty"" Craig (-Eaton)","Canada",170
"4586","William Norval ""Bill"" Craig","United States",180
"4587","James Downey ""Jim"" Craig","United States",185
"4588","Kameryn Louise ""Kami"" Craig","United States",181
"4589","Kameryn Louise ""Kami"" Craig","United States",181
"4590","Kameryn Louise ""Kami"" Craig","United States",181
"4591","Ralph Cook Craig","United States",182
"4592","Ralph Cook Craig","United States",182
"4593","Stephen ""Steve"" Cram","Great Britain",186
"4594","George Kelly Cramne (-Scott)","Sweden",172
"4595","Toller Shalitoe Montague Cranston","Canada",172
"4596","Sal Craviotto Rivero","Spain",192
"4597","Sal Craviotto Rivero","Spain",192
"4598","Sal Craviotto Rivero","Spain",192
"4599","Sal Craviotto Rivero","Spain",192
"4600","Chandra Crawford","Canada",175
"4601","Dean Crawford","Canada",187
"4602","Hasely Joachim Crawford","Trinidad and Tobago",187
"4603","Shannon Crawford","Canada",173
"4604","Shawn Crawford","United States",181
"4605","Shawn Crawford","United States",181
"4606","Shawn Crawford","United States",181
"4607","Yunaika Crawford Rogert","Cuba",164
"4608","David William Crawshay","Australia",191
"4609","Mark James Crear","United States",186
"4610","Mark James Crear","United States",186
"4611","Margalida Cresp Jaume","Spain",170
"4612","Hernn Jorge Crespo","Argentina",184
"4613","Jean-Luc Crtier","France",185
"4614","Christopher ""Chris"" Creveling","United States",178
"4615","Ji Crha","Czechoslovakia",181
"4616","Sebastian Eduardo Crismanich","Argentina",183
"4617","Ernesto Rubn Cristaldo Santa Cruz","Paraguay",180
"4618","Cristiane Rozeira de Souza Silva","Brazil",176
"4619","Cristiane Rozeira de Souza Silva","Brazil",176
"4620","Pierpaolo Cristofori","Italy",180
"4621","Ian Lowell Crocker","United States",193
"4622","Ian Lowell Crocker","United States",193
"4623","Ian Lowell Crocker","United States",193
"4624","Ian Lowell Crocker","United States",193
"4625","Ian Lowell Crocker","United States",193
"4626","Rita Louise Crockett (-Buck)","United States",174
"4627","June Alexandra Croft","Great Britain",170
"4628","June Alexandra Croft","Great Britain",170
"4629","Dirk Crois","Belgium",184
"4630","Robin Croker","Great Britain",174
"4631","Norma Wilson Croker-Fleming","Australia",173
"4632","Seymour Legrand ""Sy"" Cromwell, II","United States",193
"4633","Philipp Crone","Germany",173
"4634","Kylie Cronk","Australia",169
"4635","Edward ""Eddie"" Crook, Jr.","United States",172
"4636","Charmaine A. Crooks (-Thorsen)","Canada",175
"4637","Timothy John ""Tim"" Crooks","Great Britain",186
"4638","Andrew ""Andy"" Crosby","Canada",198
"4639","Sidney Patrick Crosby","Canada",180
"4640","Sidney Patrick Crosby","Canada",180
"4641","Emily Ruth Cross","United States",165
"4642","Kendall Duane Cross","United States",170
"4643","Martin Patrick Cross","Great Britain",187
"4644","Martin Patrick Cross","Great Britain",187
"4645","Samuel Thomas ""Sam"" Cross","Great Britain",191
"4646","Tara Lavell Cross-Battle","United States",182
"4647","Mervyn Richard Crossman","Australia",175
"4648","Daniele Crosta","Italy",180
"4649","Giancarlo Crosta","Italy",182
"4650","William Frederick ""Bill"" Crothers","Canada",183
"4651","Will Crothers","Canada",195
"4652","Ryan Crouser","United States",201
"4653","Tamara ""Tammy"" Crow (-DeClercq)","United States",160
"4654","Kimberley ""Kim"" Crow-Brennan","Australia",188
"4655","Kimberley ""Kim"" Crow-Brennan","Australia",188
"4656","Kimberley ""Kim"" Crow-Brennan","Australia",188
"4657","Jrgen Croy","East Germany",186
"4658","Jrgen Croy","East Germany",186
"4659","Maurits Bourgon Crucq","Netherlands",187
"4660","Maurits Bourgon Crucq","Netherlands",187
"4661","Carolyn Crudgington","Australia",168
"4662","Robert Gordon Cruickshank","Great Britain",190
"4663","Andr Alves da Cruz","Brazil",172
"4664","Anna Cruz Lebrato","Spain",176
"4665","Eglis Yaima Cruz Farfn","Cuba",159
"4666","Joaquim Carvalho Cruz","Brazil",187
"4667","Joaquim Carvalho Cruz","Brazil",187
"4668","Mlton Cruz","Brazil",178
"4669","Aleksandra Crvendaki","Serbia",187
"4670","Ibolya Csk (-Kdr)","Hungary",166
"4671","Jzsef Csk","Hungary",168
"4672","Gyrgy Csnyi","Hungary",177
"4673","Gbor Csap","Hungary",198
"4674","Gbor Csap","Hungary",198
"4675","Gza Csap","Hungary",183
"4676","Gza Csap","Hungary",183
"4677","Gnther Csar","Austria",180
"4678","Mnika Csszr","Hungary",166
"4679","Jzsef Csatri","Hungary",185
"4680","Jzsef Csatri","Hungary",185
"4681","Lszl Cseh, Jr.","Hungary",188
"4682","Lszl Cseh, Jr.","Hungary",188
"4683","Lszl Cseh, Jr.","Hungary",188
"4684","Lszl Cseh, Jr.","Hungary",188
"4685","Lszl Cseh, Jr.","Hungary",188
"4686","Lszl Cseh, Jr.","Hungary",188
"4687","Jzsef Csermk","Hungary",170
"4688","Jzsef Csermely","Hungary",186
"4689","Tibor Csernai","Hungary",175
"4690","va Csernoviczki","Hungary",160
"4691","Tibor Cservenyk","Hungary",185
"4692","Tibor Cservenyk","Hungary",185
"4693","Douglas Csima","Canada",191
"4694","Ferenc Csipes","Hungary",183
"4695","Ferenc Csipes","Hungary",183
"4696","Ferenc Csipes","Hungary",183
"4697","Ferenc Csipes","Hungary",183
"4698","Tamara Csipes","Hungary",176
"4699","Istvn Csizmadia","Hungary",183
"4700","Szilveszter Csollny","Hungary",168
"4701","Szilveszter Csollny","Hungary",168
"4702","Lszl Csongrdi","Hungary",177
"4703","Imre Attila Cssz","Hungary",197
"4704","Robert Jan ""Bob"" Ctvrtlik","United States",193
"4705","Robert Jan ""Bob"" Ctvrtlik","United States",193
"4706","Vernica Mara Cuadrado Dehesa","Spain",184
"4707","Patrick Cubaynes","France",175
"4708","Didier Cuche","Switzerland",174
"4709","Simion Cuciuc","Romania",177
"4710","Milan uda","Czechoslovakia",185
"4711","Timothy John ""Tim"" Cuddihy","Australia",184
"4712","Alenka Cuderman","Yugoslavia",166
"4713","Jean-Yves Cuendet","Switzerland",175
"4714","Edgar Henri Cuepper","Belgium",183
"4715","Nikita Cuffe","Australia",179
"4716","Frank Josef Cuhel","United States",178
"4717","Cui Yongmei","China",181
"4718","Cui Yongmei","China",181
"4719","Milo uk","Serbia",191
"4720","Joshua ""Josh"" Culbreath","United States",170
"4721","Kreimir uljak","Croatia",195
"4722","Chay Crista Kerio Cullen","Great Britain",182
"4723","Chay Crista Kerio Cullen","Great Britain",182
"4724","Bernd Cullmann","Germany",180
"4725","Javier Culson Prez","Puerto Rico",200
"4726","Yumileidi Cumb Jay","Cuba",183
"4727","Juan Carlos Cuminetti","Argentina",199
"4728","Jeremy Michael Cummings","United States",188
"4729","Stephen Phillip ""Steve"" Cummings","Great Britain",190
"4730","Rsul unayev","Azerbaijan",171
"4731","John Bruce Cuneo","Australia",168
"4732","Glenn Vernice Cunningham","United States",178
"4733","Sandro Cuomo","Italy",185
"4734","Sandro Cuomo","Italy",185
"4735","Ivan upi","Croatia",178
"4736","Ben Cureton","Australia",184
"4737","Sylvain Georges Michel Curinier","France",180
"4738","Mario Curletto","Italy",175
"4739","Michael Vincent ""Mike"" Curran","United States",175
"4740","Denise Marie Curry","United States",185
"4741","John Anthony Curry","Great Britain",180
"4742","Nina Curtis","Australia",167
"4743","Thomas Pelham ""Tom"" Curtis","United States",176
"4744","Juan Esteban Curuchet","Argentina",175
"4745","Robert Stephen Cusack","Australia",171
"4746","Clifton Emmett ""Cliff"" Cushman","United States",188
"4747","Elizabeth Alyse ""Betty"" Cuthbert","Australia",169
"4748","Elizabeth Alyse ""Betty"" Cuthbert","Australia",169
"4749","Elizabeth Alyse ""Betty"" Cuthbert","Australia",169
"4750","Elizabeth Alyse ""Betty"" Cuthbert","Australia",169
"4751","Juliet Jean Cuthbert","Jamaica",160
"4752","Juliet Jean Cuthbert","Jamaica",160
"4753","Juliet Jean Cuthbert","Jamaica",160
"4754","Laura Cutina","Romania",143
"4755","John Edwin Cutler","New Zealand",185
"4756","Calistrat Cuov","Romania",175
"4757","Simion Cuov","Romania",175
"4758","Angela Cutrone","Canada",163
"4759","Zoran utura","Yugoslavia",202
"4760","Borislav Cvetkovi","Yugoslavia",178
"4761","Vladimir Cvetkovi","Yugoslavia",196
"4762","udovt Cvetler","Czechoslovakia",171
"4763","Danko Cvjetianin","Yugoslavia",199
"4764","Danko Cvjetianin","Croatia",199
"4765","Stanley Francis ""Stan"" Cwiklinski","United States",189
"4766","Krystyna Czajkowska-Rawska","Poland",172
"4767","Krystyna Czajkowska-Rawska","Poland",172
"4768","Kazimierz Czarnecki","Poland",165
"4769","Barbara Czekalla","East Germany",173
"4770","Kurt Czekalla","East Germany",182
"4771","Attila Czene","Hungary",185
"4772","Attila Czene","Hungary",185
"4773","Natalia Barbara Czerwonka","Poland",177
"4774","Kinga Czigny","Hungary",173
"4775","Grzegorz Cziura","Poland",157
"4776","Agnieszka Ewa Czopek (-Sadowska)","Poland",172
"4777","Harald Czudaj","Germany-2",180
"4778","Maciej Tomasz Czyowicz","Poland",176
"4779","Andrs Nicols D'Alessandro","Argentina",170
"4780","Michal D'Almeida","France",176
"4781","Michal D'Almeida","France",176
"4782","Giuseppe D'Altrui","Italy",185
"4783","Marco D'Altrui","Italy",180
"4784","Vincenzo ""Enzo"" D'Angelo","Italy",186
"4785","Sabrina D'Angelo","Canada",173
"4786","Francesco D'Aniello","Italy",170
"4787","Victor Henry Augustus ""Vic"" d'Arcy","Great Britain",172
"4788","Jos Telles da Conceio","Brazil",186
"4789","Adhemar Ferreira da Silva","Brazil",178
"4790","Adhemar Ferreira da Silva","Brazil",178
"4791","Andr Domingos da Silva","Brazil",187
"4792","Andr Domingos da Silva","Brazil",187
"4793","Arnaldo de Oliveira da Silva","Brazil",174
"4794","Claudinei Quirino da Silva","Brazil",186
"4795","Mayra Aguiar da Silva","Brazil",177
"4796","Mayra Aguiar da Silva","Brazil",177
"4797","Rafael Carlos da Silva","Brazil",203
